element_tran,node1,node2
CCCCCCCCC1(C[*:1])C([*:1])=[N+]([*:1])c2ccccc21 --->>>--- CCCCCC[N+]1=C([*:1])C(CC[*:1])(C[*:1])c2cc(C(=O)O)ccc21,CCCCCCCCC1(C[*:1])C([*:1])=[N+]([*:1])c2ccccc21,CCCCCC[N+]1=C([*:1])C(CC[*:1])(C[*:1])c2cc(C(=O)O)ccc21
CCCCCCCCC1(C[*:2])C([*:2])=[N+]([*:2])c2ccccc21 --->>>--- CCCCCC[N+]1=C([*:2])C(CC[*:2])(C[*:2])c2cc(C(=O)O)ccc21,CCCCCCCCC1(C[*:2])C([*:2])=[N+]([*:2])c2ccccc21,CCCCCC[N+]1=C([*:2])C(CC[*:2])(C[*:2])c2cc(C(=O)O)ccc21
CCCCCCCCC1(C[*:3])C([*:3])=[N+]([*:3])c2ccccc21 --->>>--- CCCCCC[N+]1=C([*:3])C(CC[*:3])(C[*:3])c2cc(C(=O)O)ccc21,CCCCCCCCC1(C[*:3])C([*:3])=[N+]([*:3])c2ccccc21,CCCCCC[N+]1=C([*:3])C(CC[*:3])(C[*:3])c2cc(C(=O)O)ccc21
CCCCCCCCC1([*:1])C([*:1])=[N+](CCCCCC)c2ccccc21 --->>>--- CCCCCCCCC1([*:1])C([*:1])=[N+](CCCCCC)c2ccc(C(=O)O)cc21,CCCCCCCCC1([*:1])C([*:1])=[N+](CCCCCC)c2ccccc21,CCCCCCCCC1([*:1])C([*:1])=[N+](CCCCCC)c2ccc(C(=O)O)cc21
CCCCCCCCC1([*:2])C([*:2])=[N+](CCCCCC)c2ccccc21 --->>>--- CCCCCCCCC1([*:2])C([*:2])=[N+](CCCCCC)c2ccc(C(=O)O)cc21,CCCCCCCCC1([*:2])C([*:2])=[N+](CCCCCC)c2ccccc21,CCCCCCCCC1([*:2])C([*:2])=[N+](CCCCCC)c2ccc(C(=O)O)cc21
CCCCCCCCC1([*:3])C([*:3])=[N+](CCCCCC)c2ccccc21 --->>>--- CCCCCCCCC1([*:3])C([*:3])=[N+](CCCCCC)c2ccc(C(=O)O)cc21,CCCCCCCCC1([*:3])C([*:3])=[N+](CCCCCC)c2ccccc21,CCCCCCCCC1([*:3])C([*:3])=[N+](CCCCCC)c2ccc(C(=O)O)cc21
CCCCCCCCC1([*:1])C([*:1])=[N+](CCCCC[*:1])c2ccccc21 --->>>--- CCCCCCCCC1([*:1])C([*:1])=[N+](CCCCC[*:1])c2ccc(C(=O)O)cc21,CCCCCCCCC1([*:1])C([*:1])=[N+](CCCCC[*:1])c2ccccc21,CCCCCCCCC1([*:1])C([*:1])=[N+](CCCCC[*:1])c2ccc(C(=O)O)cc21
CCCCCCCCC1([*:2])C([*:2])=[N+](CCCCC[*:2])c2ccccc21 --->>>--- CCCCCCCCC1([*:2])C([*:2])=[N+](CCCCC[*:2])c2ccc(C(=O)O)cc21,CCCCCCCCC1([*:2])C([*:2])=[N+](CCCCC[*:2])c2ccccc21,CCCCCCCCC1([*:2])C([*:2])=[N+](CCCCC[*:2])c2ccc(C(=O)O)cc21
CCCCCCCCC1([*:3])C([*:3])=[N+](CCCCC[*:3])c2ccccc21 --->>>--- CCCCCCCCC1([*:3])C([*:3])=[N+](CCCCC[*:3])c2ccc(C(=O)O)cc21,CCCCCCCCC1([*:3])C([*:3])=[N+](CCCCC[*:3])c2ccccc21,CCCCCCCCC1([*:3])C([*:3])=[N+](CCCCC[*:3])c2ccc(C(=O)O)cc21
CCCCCCCCC1([*:1])C([*:1])=[N+](CCCCC[*:1])c2ccccc21 --->>>--- CCCCCC[N+]1=C([*:1])C(CCCCCCC[*:1])([*:1])c2cc(C(=O)O)ccc21,CCCCCCCCC1([*:1])C([*:1])=[N+](CCCCC[*:1])c2ccccc21,CCCCCC[N+]1=C([*:1])C(CCCCCCC[*:1])([*:1])c2cc(C(=O)O)ccc21
CCCCCCCCC1([*:2])C([*:2])=[N+](CCCCC[*:2])c2ccccc21 --->>>--- CCCCCC[N+]1=C([*:2])C(CCCCCCC[*:2])([*:2])c2cc(C(=O)O)ccc21,CCCCCCCCC1([*:2])C([*:2])=[N+](CCCCC[*:2])c2ccccc21,CCCCCC[N+]1=C([*:2])C(CCCCCCC[*:2])([*:2])c2cc(C(=O)O)ccc21
CCCCCCCCC1([*:3])C([*:3])=[N+](CCCCC[*:3])c2ccccc21 --->>>--- CCCCCC[N+]1=C([*:3])C(CCCCCCC[*:3])([*:3])c2cc(C(=O)O)ccc21,CCCCCCCCC1([*:3])C([*:3])=[N+](CCCCC[*:3])c2ccccc21,CCCCCC[N+]1=C([*:3])C(CCCCCCC[*:3])([*:3])c2cc(C(=O)O)ccc21
CCCCCCCCC1([*:1])C([*:1])=[N+](CCCC[*:1])c2ccccc21 --->>>--- CCCCCCCCC1([*:1])C([*:1])=[N+](CCCC[*:1])c2ccc(C(=O)O)cc21,CCCCCCCCC1([*:1])C([*:1])=[N+](CCCC[*:1])c2ccccc21,CCCCCCCCC1([*:1])C([*:1])=[N+](CCCC[*:1])c2ccc(C(=O)O)cc21
CCCCCCCCC1([*:2])C([*:2])=[N+](CCCC[*:2])c2ccccc21 --->>>--- CCCCCCCCC1([*:2])C([*:2])=[N+](CCCC[*:2])c2ccc(C(=O)O)cc21,CCCCCCCCC1([*:2])C([*:2])=[N+](CCCC[*:2])c2ccccc21,CCCCCCCCC1([*:2])C([*:2])=[N+](CCCC[*:2])c2ccc(C(=O)O)cc21
CCCCCCCCC1([*:3])C([*:3])=[N+](CCCC[*:3])c2ccccc21 --->>>--- CCCCCCCCC1([*:3])C([*:3])=[N+](CCCC[*:3])c2ccc(C(=O)O)cc21,CCCCCCCCC1([*:3])C([*:3])=[N+](CCCC[*:3])c2ccccc21,CCCCCCCCC1([*:3])C([*:3])=[N+](CCCC[*:3])c2ccc(C(=O)O)cc21
CCCCCCCCC1([*:1])C([*:1])=[N+](CCCC[*:1])c2ccccc21 --->>>--- CCCCCC[N+]1=C([*:1])C(CCCCCC[*:1])([*:1])c2cc(C(=O)O)ccc21,CCCCCCCCC1([*:1])C([*:1])=[N+](CCCC[*:1])c2ccccc21,CCCCCC[N+]1=C([*:1])C(CCCCCC[*:1])([*:1])c2cc(C(=O)O)ccc21
CCCCCCCCC1([*:2])C([*:2])=[N+](CCCC[*:2])c2ccccc21 --->>>--- CCCCCC[N+]1=C([*:2])C(CCCCCC[*:2])([*:2])c2cc(C(=O)O)ccc21,CCCCCCCCC1([*:2])C([*:2])=[N+](CCCC[*:2])c2ccccc21,CCCCCC[N+]1=C([*:2])C(CCCCCC[*:2])([*:2])c2cc(C(=O)O)ccc21
CCCCCCCCC1([*:3])C([*:3])=[N+](CCCC[*:3])c2ccccc21 --->>>--- CCCCCC[N+]1=C([*:3])C(CCCCCC[*:3])([*:3])c2cc(C(=O)O)ccc21,CCCCCCCCC1([*:3])C([*:3])=[N+](CCCC[*:3])c2ccccc21,CCCCCC[N+]1=C([*:3])C(CCCCCC[*:3])([*:3])c2cc(C(=O)O)ccc21
CCCCCCCCC1([*:1])C([*:1])=[N+](CCC[*:1])c2ccccc21 --->>>--- CCCCCCCCC1([*:1])C([*:1])=[N+](CCC[*:1])c2ccc(C(=O)O)cc21,CCCCCCCCC1([*:1])C([*:1])=[N+](CCC[*:1])c2ccccc21,CCCCCCCCC1([*:1])C([*:1])=[N+](CCC[*:1])c2ccc(C(=O)O)cc21
CCCCCCCCC1([*:2])C([*:2])=[N+](CCC[*:2])c2ccccc21 --->>>--- CCCCCCCCC1([*:2])C([*:2])=[N+](CCC[*:2])c2ccc(C(=O)O)cc21,CCCCCCCCC1([*:2])C([*:2])=[N+](CCC[*:2])c2ccccc21,CCCCCCCCC1([*:2])C([*:2])=[N+](CCC[*:2])c2ccc(C(=O)O)cc21
CCCCCCCCC1([*:3])C([*:3])=[N+](CCC[*:3])c2ccccc21 --->>>--- CCCCCCCCC1([*:3])C([*:3])=[N+](CCC[*:3])c2ccc(C(=O)O)cc21,CCCCCCCCC1([*:3])C([*:3])=[N+](CCC[*:3])c2ccccc21,CCCCCCCCC1([*:3])C([*:3])=[N+](CCC[*:3])c2ccc(C(=O)O)cc21
CCCCCCCCC1([*:1])C([*:1])=[N+](CCC[*:1])c2ccccc21 --->>>--- CCCCCC[N+]1=C([*:1])C(CCCCC[*:1])([*:1])c2cc(C(=O)O)ccc21,CCCCCCCCC1([*:1])C([*:1])=[N+](CCC[*:1])c2ccccc21,CCCCCC[N+]1=C([*:1])C(CCCCC[*:1])([*:1])c2cc(C(=O)O)ccc21
CCCCCCCCC1([*:2])C([*:2])=[N+](CCC[*:2])c2ccccc21 --->>>--- CCCCCC[N+]1=C([*:2])C(CCCCC[*:2])([*:2])c2cc(C(=O)O)ccc21,CCCCCCCCC1([*:2])C([*:2])=[N+](CCC[*:2])c2ccccc21,CCCCCC[N+]1=C([*:2])C(CCCCC[*:2])([*:2])c2cc(C(=O)O)ccc21
CCCCCCCCC1([*:3])C([*:3])=[N+](CCC[*:3])c2ccccc21 --->>>--- CCCCCC[N+]1=C([*:3])C(CCCCC[*:3])([*:3])c2cc(C(=O)O)ccc21,CCCCCCCCC1([*:3])C([*:3])=[N+](CCC[*:3])c2ccccc21,CCCCCC[N+]1=C([*:3])C(CCCCC[*:3])([*:3])c2cc(C(=O)O)ccc21
CCCCCCCCC1([*:1])C([*:1])=[N+](CC[*:1])c2ccccc21 --->>>--- CCCCCCCCC1([*:1])C([*:1])=[N+](CC[*:1])c2ccc(C(=O)O)cc21,CCCCCCCCC1([*:1])C([*:1])=[N+](CC[*:1])c2ccccc21,CCCCCCCCC1([*:1])C([*:1])=[N+](CC[*:1])c2ccc(C(=O)O)cc21
CCCCCCCCC1([*:2])C([*:2])=[N+](CC[*:2])c2ccccc21 --->>>--- CCCCCCCCC1([*:2])C([*:2])=[N+](CC[*:2])c2ccc(C(=O)O)cc21,CCCCCCCCC1([*:2])C([*:2])=[N+](CC[*:2])c2ccccc21,CCCCCCCCC1([*:2])C([*:2])=[N+](CC[*:2])c2ccc(C(=O)O)cc21
CCCCCCCCC1([*:3])C([*:3])=[N+](CC[*:3])c2ccccc21 --->>>--- CCCCCCCCC1([*:3])C([*:3])=[N+](CC[*:3])c2ccc(C(=O)O)cc21,CCCCCCCCC1([*:3])C([*:3])=[N+](CC[*:3])c2ccccc21,CCCCCCCCC1([*:3])C([*:3])=[N+](CC[*:3])c2ccc(C(=O)O)cc21
CCCCCCCCC1([*:1])C([*:1])=[N+](CC[*:1])c2ccccc21 --->>>--- CCCCCC[N+]1=C([*:1])C(CCCC[*:1])([*:1])c2cc(C(=O)O)ccc21,CCCCCCCCC1([*:1])C([*:1])=[N+](CC[*:1])c2ccccc21,CCCCCC[N+]1=C([*:1])C(CCCC[*:1])([*:1])c2cc(C(=O)O)ccc21
CCCCCCCCC1([*:2])C([*:2])=[N+](CC[*:2])c2ccccc21 --->>>--- CCCCCC[N+]1=C([*:2])C(CCCC[*:2])([*:2])c2cc(C(=O)O)ccc21,CCCCCCCCC1([*:2])C([*:2])=[N+](CC[*:2])c2ccccc21,CCCCCC[N+]1=C([*:2])C(CCCC[*:2])([*:2])c2cc(C(=O)O)ccc21
CCCCCCCCC1([*:3])C([*:3])=[N+](CC[*:3])c2ccccc21 --->>>--- CCCCCC[N+]1=C([*:3])C(CCCC[*:3])([*:3])c2cc(C(=O)O)ccc21,CCCCCCCCC1([*:3])C([*:3])=[N+](CC[*:3])c2ccccc21,CCCCCC[N+]1=C([*:3])C(CCCC[*:3])([*:3])c2cc(C(=O)O)ccc21
CCCCCCCCC1([*:1])C([*:1])=[N+](C[*:1])c2ccccc21 --->>>--- CCCCCCCCC1([*:1])C([*:1])=[N+](C[*:1])c2ccc(C(=O)O)cc21,CCCCCCCCC1([*:1])C([*:1])=[N+](C[*:1])c2ccccc21,CCCCCCCCC1([*:1])C([*:1])=[N+](C[*:1])c2ccc(C(=O)O)cc21
CCCCCCCCC1([*:2])C([*:2])=[N+](C[*:2])c2ccccc21 --->>>--- CCCCCCCCC1([*:2])C([*:2])=[N+](C[*:2])c2ccc(C(=O)O)cc21,CCCCCCCCC1([*:2])C([*:2])=[N+](C[*:2])c2ccccc21,CCCCCCCCC1([*:2])C([*:2])=[N+](C[*:2])c2ccc(C(=O)O)cc21
CCCCCCCCC1([*:3])C([*:3])=[N+](C[*:3])c2ccccc21 --->>>--- CCCCCCCCC1([*:3])C([*:3])=[N+](C[*:3])c2ccc(C(=O)O)cc21,CCCCCCCCC1([*:3])C([*:3])=[N+](C[*:3])c2ccccc21,CCCCCCCCC1([*:3])C([*:3])=[N+](C[*:3])c2ccc(C(=O)O)cc21
CCCCCCCCC1([*:1])C([*:1])=[N+](C[*:1])c2ccccc21 --->>>--- CCCCCC[N+]1=C([*:1])C(CCC[*:1])([*:1])c2cc(C(=O)O)ccc21,CCCCCCCCC1([*:1])C([*:1])=[N+](C[*:1])c2ccccc21,CCCCCC[N+]1=C([*:1])C(CCC[*:1])([*:1])c2cc(C(=O)O)ccc21
CCCCCCCCC1([*:2])C([*:2])=[N+](C[*:2])c2ccccc21 --->>>--- CCCCCC[N+]1=C([*:2])C(CCC[*:2])([*:2])c2cc(C(=O)O)ccc21,CCCCCCCCC1([*:2])C([*:2])=[N+](C[*:2])c2ccccc21,CCCCCC[N+]1=C([*:2])C(CCC[*:2])([*:2])c2cc(C(=O)O)ccc21
CCCCCCCCC1([*:3])C([*:3])=[N+](C[*:3])c2ccccc21 --->>>--- CCCCCC[N+]1=C([*:3])C(CCC[*:3])([*:3])c2cc(C(=O)O)ccc21,CCCCCCCCC1([*:3])C([*:3])=[N+](C[*:3])c2ccccc21,CCCCCC[N+]1=C([*:3])C(CCC[*:3])([*:3])c2cc(C(=O)O)ccc21
CCCCCCCCC1([*:1])C([*:1])=[N+]([*:1])c2ccccc21 --->>>--- CCCCCCCCC1([*:1])C([*:1])=[N+]([*:1])c2ccc(C(=O)O)cc21,CCCCCCCCC1([*:1])C([*:1])=[N+]([*:1])c2ccccc21,CCCCCCCCC1([*:1])C([*:1])=[N+]([*:1])c2ccc(C(=O)O)cc21
CCCCCCCCC1([*:2])C([*:2])=[N+]([*:2])c2ccccc21 --->>>--- CCCCCCCCC1([*:2])C([*:2])=[N+]([*:2])c2ccc(C(=O)O)cc21,CCCCCCCCC1([*:2])C([*:2])=[N+]([*:2])c2ccccc21,CCCCCCCCC1([*:2])C([*:2])=[N+]([*:2])c2ccc(C(=O)O)cc21
CCCCCCCCC1([*:3])C([*:3])=[N+]([*:3])c2ccccc21 --->>>--- CCCCCCCCC1([*:3])C([*:3])=[N+]([*:3])c2ccc(C(=O)O)cc21,CCCCCCCCC1([*:3])C([*:3])=[N+]([*:3])c2ccccc21,CCCCCCCCC1([*:3])C([*:3])=[N+]([*:3])c2ccc(C(=O)O)cc21
CCCCCCCCC1([*:1])C([*:1])=[N+]([*:1])c2ccccc21 --->>>--- CCCCCC[N+]1=C([*:1])C(CC[*:1])([*:1])c2cc(C(=O)O)ccc21,CCCCCCCCC1([*:1])C([*:1])=[N+]([*:1])c2ccccc21,CCCCCC[N+]1=C([*:1])C(CC[*:1])([*:1])c2cc(C(=O)O)ccc21
CCCCCCCCC1([*:2])C([*:2])=[N+]([*:2])c2ccccc21 --->>>--- CCCCCC[N+]1=C([*:2])C(CC[*:2])([*:2])c2cc(C(=O)O)ccc21,CCCCCCCCC1([*:2])C([*:2])=[N+]([*:2])c2ccccc21,CCCCCC[N+]1=C([*:2])C(CC[*:2])([*:2])c2cc(C(=O)O)ccc21
CCCCCCCCC1([*:3])C([*:3])=[N+]([*:3])c2ccccc21 --->>>--- CCCCCC[N+]1=C([*:3])C(CC[*:3])([*:3])c2cc(C(=O)O)ccc21,CCCCCCCCC1([*:3])C([*:3])=[N+]([*:3])c2ccccc21,CCCCCC[N+]1=C([*:3])C(CC[*:3])([*:3])c2cc(C(=O)O)ccc21
CCCCCC[N+]1=C([*:1])C(CCCCCCCCC[*:1])(CCC[*:1])c2ccccc21 --->>>--- CCCCCCCCC1(CCCCC[*:1])C([*:1])=[N+](CCCCC[*:1])c2ccc(C(=O)O)cc21,CCCCCC[N+]1=C([*:1])C(CCCCCCCCC[*:1])(CCC[*:1])c2ccccc21,CCCCCCCCC1(CCCCC[*:1])C([*:1])=[N+](CCCCC[*:1])c2ccc(C(=O)O)cc21
CCCCCC[N+]1=C([*:2])C(CCCCCCCCC[*:2])(CCC[*:2])c2ccccc21 --->>>--- CCCCCCCCC1(CCCCC[*:2])C([*:2])=[N+](CCCCC[*:2])c2ccc(C(=O)O)cc21,CCCCCC[N+]1=C([*:2])C(CCCCCCCCC[*:2])(CCC[*:2])c2ccccc21,CCCCCCCCC1(CCCCC[*:2])C([*:2])=[N+](CCCCC[*:2])c2ccc(C(=O)O)cc21
CCCCCC[N+]1=C([*:3])C(CCCCCCCCC[*:3])(CCC[*:3])c2ccccc21 --->>>--- CCCCCCCCC1(CCCCC[*:3])C([*:3])=[N+](CCCCC[*:3])c2ccc(C(=O)O)cc21,CCCCCC[N+]1=C([*:3])C(CCCCCCCCC[*:3])(CCC[*:3])c2ccccc21,CCCCCCCCC1(CCCCC[*:3])C([*:3])=[N+](CCCCC[*:3])c2ccc(C(=O)O)cc21
CCCCCC[N+]1=C([*:1])C(CCCCCCCCC[*:1])(CC[*:1])c2ccccc21 --->>>--- CCCCCCCCCCC1(CCCCCCC[*:1])C([*:1])=[N+]([*:1])c2ccc(C(=O)O)cc21,CCCCCC[N+]1=C([*:1])C(CCCCCCCCC[*:1])(CC[*:1])c2ccccc21,CCCCCCCCCCC1(CCCCCCC[*:1])C([*:1])=[N+]([*:1])c2ccc(C(=O)O)cc21
CCCCCC[N+]1=C([*:2])C(CCCCCCCCC[*:2])(CC[*:2])c2ccccc21 --->>>--- CCCCCCCCCCC1(CCCCCCC[*:2])C([*:2])=[N+]([*:2])c2ccc(C(=O)O)cc21,CCCCCC[N+]1=C([*:2])C(CCCCCCCCC[*:2])(CC[*:2])c2ccccc21,CCCCCCCCCCC1(CCCCCCC[*:2])C([*:2])=[N+]([*:2])c2ccc(C(=O)O)cc21
CCCCCC[N+]1=C([*:3])C(CCCCCCCCC[*:3])(CC[*:3])c2ccccc21 --->>>--- CCCCCCCCCCC1(CCCCCCC[*:3])C([*:3])=[N+]([*:3])c2ccc(C(=O)O)cc21,CCCCCC[N+]1=C([*:3])C(CCCCCCCCC[*:3])(CC[*:3])c2ccccc21,CCCCCCCCCCC1(CCCCCCC[*:3])C([*:3])=[N+]([*:3])c2ccc(C(=O)O)cc21
CCCCCC[N+]1=C([*:1])C(CCCCCCCCC[*:1])(CC[*:1])c2ccccc21 --->>>--- CCCCCCCCCCC1(CC[*:1])C([*:1])=[N+](CCCCC[*:1])c2ccc(C(=O)O)cc21,CCCCCC[N+]1=C([*:1])C(CCCCCCCCC[*:1])(CC[*:1])c2ccccc21,CCCCCCCCCCC1(CC[*:1])C([*:1])=[N+](CCCCC[*:1])c2ccc(C(=O)O)cc21
CCCCCC[N+]1=C([*:2])C(CCCCCCCCC[*:2])(CC[*:2])c2ccccc21 --->>>--- CCCCCCCCCCC1(CC[*:2])C([*:2])=[N+](CCCCC[*:2])c2ccc(C(=O)O)cc21,CCCCCC[N+]1=C([*:2])C(CCCCCCCCC[*:2])(CC[*:2])c2ccccc21,CCCCCCCCCCC1(CC[*:2])C([*:2])=[N+](CCCCC[*:2])c2ccc(C(=O)O)cc21
CCCCCC[N+]1=C([*:3])C(CCCCCCCCC[*:3])(CC[*:3])c2ccccc21 --->>>--- CCCCCCCCCCC1(CC[*:3])C([*:3])=[N+](CCCCC[*:3])c2ccc(C(=O)O)cc21,CCCCCC[N+]1=C([*:3])C(CCCCCCCCC[*:3])(CC[*:3])c2ccccc21,CCCCCCCCCCC1(CC[*:3])C([*:3])=[N+](CCCCC[*:3])c2ccc(C(=O)O)cc21
CCCCCC[N+]1=C([*:1])C(CCCCCCCCC[*:1])(CC[*:1])c2ccccc21 --->>>--- CCCCCCCCC1(CCCCCCCCC[*:1])C([*:1])=[N+]([*:1])c2ccc(C(=O)O)cc21,CCCCCC[N+]1=C([*:1])C(CCCCCCCCC[*:1])(CC[*:1])c2ccccc21,CCCCCCCCC1(CCCCCCCCC[*:1])C([*:1])=[N+]([*:1])c2ccc(C(=O)O)cc21
CCCCCC[N+]1=C([*:2])C(CCCCCCCCC[*:2])(CC[*:2])c2ccccc21 --->>>--- CCCCCCCCC1(CCCCCCCCC[*:2])C([*:2])=[N+]([*:2])c2ccc(C(=O)O)cc21,CCCCCC[N+]1=C([*:2])C(CCCCCCCCC[*:2])(CC[*:2])c2ccccc21,CCCCCCCCC1(CCCCCCCCC[*:2])C([*:2])=[N+]([*:2])c2ccc(C(=O)O)cc21
CCCCCC[N+]1=C([*:3])C(CCCCCCCCC[*:3])(CC[*:3])c2ccccc21 --->>>--- CCCCCCCCC1(CCCCCCCCC[*:3])C([*:3])=[N+]([*:3])c2ccc(C(=O)O)cc21,CCCCCC[N+]1=C([*:3])C(CCCCCCCCC[*:3])(CC[*:3])c2ccccc21,CCCCCCCCC1(CCCCCCCCC[*:3])C([*:3])=[N+]([*:3])c2ccc(C(=O)O)cc21
CCCCCC[N+]1=C([*:1])C(CCCCCCCCC[*:1])(CC[*:1])c2ccccc21 --->>>--- CCCCCCCCC1(CCCC[*:1])C([*:1])=[N+](CCCCC[*:1])c2ccc(C(=O)O)cc21,CCCCCC[N+]1=C([*:1])C(CCCCCCCCC[*:1])(CC[*:1])c2ccccc21,CCCCCCCCC1(CCCC[*:1])C([*:1])=[N+](CCCCC[*:1])c2ccc(C(=O)O)cc21
CCCCCC[N+]1=C([*:2])C(CCCCCCCCC[*:2])(CC[*:2])c2ccccc21 --->>>--- CCCCCCCCC1(CCCC[*:2])C([*:2])=[N+](CCCCC[*:2])c2ccc(C(=O)O)cc21,CCCCCC[N+]1=C([*:2])C(CCCCCCCCC[*:2])(CC[*:2])c2ccccc21,CCCCCCCCC1(CCCC[*:2])C([*:2])=[N+](CCCCC[*:2])c2ccc(C(=O)O)cc21
CCCCCC[N+]1=C([*:3])C(CCCCCCCCC[*:3])(CC[*:3])c2ccccc21 --->>>--- CCCCCCCCC1(CCCC[*:3])C([*:3])=[N+](CCCCC[*:3])c2ccc(C(=O)O)cc21,CCCCCC[N+]1=C([*:3])C(CCCCCCCCC[*:3])(CC[*:3])c2ccccc21,CCCCCCCCC1(CCCC[*:3])C([*:3])=[N+](CCCCC[*:3])c2ccc(C(=O)O)cc21
CCCCCC[N+]1=C([*:1])C(CCCCCCCCC[*:1])(CC[*:1])c2ccccc21 --->>>--- CCCCCC[N+]1=C([*:1])C(CCCCCCCCC[*:1])(CC[*:1])c2cc(C(=O)O)ccc21,CCCCCC[N+]1=C([*:1])C(CCCCCCCCC[*:1])(CC[*:1])c2ccccc21,CCCCCC[N+]1=C([*:1])C(CCCCCCCCC[*:1])(CC[*:1])c2cc(C(=O)O)ccc21
CCCCCC[N+]1=C([*:2])C(CCCCCCCCC[*:2])(CC[*:2])c2ccccc21 --->>>--- CCCCCC[N+]1=C([*:2])C(CCCCCCCCC[*:2])(CC[*:2])c2cc(C(=O)O)ccc21,CCCCCC[N+]1=C([*:2])C(CCCCCCCCC[*:2])(CC[*:2])c2ccccc21,CCCCCC[N+]1=C([*:2])C(CCCCCCCCC[*:2])(CC[*:2])c2cc(C(=O)O)ccc21
CCCCCC[N+]1=C([*:3])C(CCCCCCCCC[*:3])(CC[*:3])c2ccccc21 --->>>--- CCCCCC[N+]1=C([*:3])C(CCCCCCCCC[*:3])(CC[*:3])c2cc(C(=O)O)ccc21,CCCCCC[N+]1=C([*:3])C(CCCCCCCCC[*:3])(CC[*:3])c2ccccc21,CCCCCC[N+]1=C([*:3])C(CCCCCCCCC[*:3])(CC[*:3])c2cc(C(=O)O)ccc21
CCCCCC[N+]1=C([*:1])C(CCCCCCCCC[*:1])(CC[*:1])c2ccccc21 --->>>--- CCCCCC[N+]1=C([*:1])C(CCCCCCC[*:1])(CCCC[*:1])c2cc(C(=O)O)ccc21,CCCCCC[N+]1=C([*:1])C(CCCCCCCCC[*:1])(CC[*:1])c2ccccc21,CCCCCC[N+]1=C([*:1])C(CCCCCCC[*:1])(CCCC[*:1])c2cc(C(=O)O)ccc21
CCCCCC[N+]1=C([*:2])C(CCCCCCCCC[*:2])(CC[*:2])c2ccccc21 --->>>--- CCCCCC[N+]1=C([*:2])C(CCCCCCC[*:2])(CCCC[*:2])c2cc(C(=O)O)ccc21,CCCCCC[N+]1=C([*:2])C(CCCCCCCCC[*:2])(CC[*:2])c2ccccc21,CCCCCC[N+]1=C([*:2])C(CCCCCCC[*:2])(CCCC[*:2])c2cc(C(=O)O)ccc21
CCCCCC[N+]1=C([*:3])C(CCCCCCCCC[*:3])(CC[*:3])c2ccccc21 --->>>--- CCCCCC[N+]1=C([*:3])C(CCCCCCC[*:3])(CCCC[*:3])c2cc(C(=O)O)ccc21,CCCCCC[N+]1=C([*:3])C(CCCCCCCCC[*:3])(CC[*:3])c2ccccc21,CCCCCC[N+]1=C([*:3])C(CCCCCCC[*:3])(CCCC[*:3])c2cc(C(=O)O)ccc21
CCCCCC[N+]1=C([*:1])C(CCCCCCCCC[*:1])(C[*:1])c2ccccc21 --->>>--- CCCCCCCCCCC1(C[*:1])C([*:1])=[N+](CCCCC[*:1])c2ccc(C(=O)O)cc21,CCCCCC[N+]1=C([*:1])C(CCCCCCCCC[*:1])(C[*:1])c2ccccc21,CCCCCCCCCCC1(C[*:1])C([*:1])=[N+](CCCCC[*:1])c2ccc(C(=O)O)cc21
CCCCCC[N+]1=C([*:2])C(CCCCCCCCC[*:2])(C[*:2])c2ccccc21 --->>>--- CCCCCCCCCCC1(C[*:2])C([*:2])=[N+](CCCCC[*:2])c2ccc(C(=O)O)cc21,CCCCCC[N+]1=C([*:2])C(CCCCCCCCC[*:2])(C[*:2])c2ccccc21,CCCCCCCCCCC1(C[*:2])C([*:2])=[N+](CCCCC[*:2])c2ccc(C(=O)O)cc21
CCCCCC[N+]1=C([*:3])C(CCCCCCCCC[*:3])(C[*:3])c2ccccc21 --->>>--- CCCCCCCCCCC1(C[*:3])C([*:3])=[N+](CCCCC[*:3])c2ccc(C(=O)O)cc21,CCCCCC[N+]1=C([*:3])C(CCCCCCCCC[*:3])(C[*:3])c2ccccc21,CCCCCCCCCCC1(C[*:3])C([*:3])=[N+](CCCCC[*:3])c2ccc(C(=O)O)cc21
CCCCCC[N+]1=C([*:1])C(CCCCCCCCC[*:1])(C[*:1])c2ccccc21 --->>>--- CCCCCCCCC1(CCC[*:1])C([*:1])=[N+](CCCCC[*:1])c2ccc(C(=O)O)cc21,CCCCCC[N+]1=C([*:1])C(CCCCCCCCC[*:1])(C[*:1])c2ccccc21,CCCCCCCCC1(CCC[*:1])C([*:1])=[N+](CCCCC[*:1])c2ccc(C(=O)O)cc21
CCCCCC[N+]1=C([*:2])C(CCCCCCCCC[*:2])(C[*:2])c2ccccc21 --->>>--- CCCCCCCCC1(CCC[*:2])C([*:2])=[N+](CCCCC[*:2])c2ccc(C(=O)O)cc21,CCCCCC[N+]1=C([*:2])C(CCCCCCCCC[*:2])(C[*:2])c2ccccc21,CCCCCCCCC1(CCC[*:2])C([*:2])=[N+](CCCCC[*:2])c2ccc(C(=O)O)cc21
